true,pred,norm_entropy,agreement,pred_std,is_uncertain
0,0,0.35584124277764134,1.0,0.14225471019744873,True
0,0,0.5081722034191082,1.0,0.08958513289690018,False
1,1,0.13026591652060218,1.0,0.030844341963529587,False
1,1,0.007642615068890033,1.0,0.002069385489448905,False
0,0,0.15007761112528778,1.0,0.06839502602815628,False
1,1,0.04463752837074556,1.0,0.015070433728396893,False
1,1,0.002504369529861499,1.0,0.00036885408917441964,False
4,4,0.015757617227272522,1.0,0.003317720489576459,False
1,1,0.3179147346461916,1.0,0.09113539755344391,False
1,1,0.004941058072855215,1.0,0.0007973632891662419,False
4,4,0.24593961451287175,1.0,0.08906073123216629,False
1,1,0.10833717913999448,1.0,0.010194817557930946,False
1,1,0.09557470247292343,1.0,0.02629929594695568,False
1,1,0.43613749120417716,1.0,0.12065529078245163,True
1,1,0.0067580307493203,1.0,0.0008108998881652951,False
1,1,0.039066840365452125,1.0,0.005506332963705063,False
1,1,0.5623907057606219,0.3333333333333333,0.21326181292533875,True
1,1,0.35672141675096297,0.6666666666666666,0.07855402678251266,False
1,1,0.03703271497062557,1.0,0.008967654779553413,False
0,1,0.27693106543051316,1.0,0.16821670532226562,True
1,1,0.008241917230226227,1.0,0.0011438841465860605,False
4,4,0.3507407058186856,1.0,0.08899062871932983,False
1,1,0.004227315682318528,1.0,0.0009956376161426306,False
1,1,0.10937606623121292,1.0,0.03938189893960953,False
0,0,0.39183038798448294,0.6666666666666666,0.21835696697235107,True
1,1,0.09635900992482506,1.0,0.031215056777000427,False
1,1,0.06538272121761672,1.0,0.027930276468396187,False
1,1,0.0863488113893654,1.0,0.011731700971722603,False
4,4,0.495786331554612,0.8333333333333334,0.19540855288505554,True
0,0,0.04091571494528295,1.0,0.009562847204506397,False
1,1,0.012442303237846604,1.0,0.0018027701880782843,False
2,2,0.032776491060012604,1.0,0.005553253926336765,False
1,1,0.09748125088501519,1.0,0.03468599542975426,False
1,1,0.2161543710389551,1.0,0.08279764652252197,False
4,4,0.06369027010875371,1.0,0.025819802656769753,False
1,1,0.11073061829135658,1.0,0.04006076604127884,False
1,1,0.32077301041255774,0.8333333333333334,0.1414087861776352,True
0,1,0.3939270000647306,0.6666666666666666,0.12218667566776276,True
1,1,0.06760622874689791,1.0,0.023285474628210068,False
1,1,0.06056574822448747,1.0,0.025637494400143623,False
1,1,0.0026467162668249752,1.0,0.0002508841280359775,False
4,1,0.25634573052500337,1.0,0.11116274446249008,True
1,1,0.08073233044549127,1.0,0.019267098978161812,False
1,1,0.007913870268052476,1.0,0.001116590341553092,False
1,1,0.006200571119843998,1.0,0.0009476600680500269,False
1,1,0.02964806950116908,1.0,0.0052838996052742004,False
1,1,0.03410909237459748,1.0,0.006664094515144825,False
4,4,0.0037391592717890146,1.0,0.0007311260560527444,False
6,6,0.03178283789658614,1.0,0.007106889970600605,False
4,4,0.609221719718223,0.8333333333333334,0.12481377273797989,True
1,0,0.2952564192672,1.0,0.09551916271448135,False
0,5,0.603770430291249,0.6666666666666666,0.2657313048839569,True
1,1,0.0690084958238135,1.0,0.023130299523472786,False
1,1,0.35671290140853795,0.8333333333333334,0.15912267565727234,True
1,1,0.09769619436210902,1.0,0.016573453322052956,False
0,1,0.29325641650352985,1.0,0.10926809161901474,True
2,2,0.31748069722833994,1.0,0.1354469209909439,True
0,0,0.21345447145247615,1.0,0.06110992282629013,False
5,5,0.15574195258189252,1.0,0.0639704167842865,False
3,3,0.14314779176599263,1.0,0.007997704669833183,False
1,1,0.03722855253103732,1.0,0.006720396224409342,False
1,1,0.048112484929225555,1.0,0.01082744263112545,False
1,1,0.037238243327655025,1.0,0.006209094077348709,False
1,1,0.15503576114444936,1.0,0.05779522657394409,False
1,1,0.1622863914349985,1.0,0.057417821139097214,False
0,4,0.4978132587283239,0.8333333333333334,0.19735249876976013,True
1,1,0.0018888545001865189,1.0,9.281640086555853e-05,False
1,1,0.32355872198394225,0.6666666666666666,0.16779229044914246,True
5,5,0.000954736883140567,1.0,9.447127376915887e-05,False
4,4,0.003639732167524433,1.0,0.0005193501710891724,False
1,1,0.0008996189817363729,1.0,0.00012848275946453214,False
1,1,0.0237081701853074,1.0,0.00534316711127758,False
1,1,0.009472017599116393,1.0,0.0024819611571729183,False
1,1,0.015693256324172865,1.0,0.0037357991095632315,False
3,1,0.7503863096749345,0.5,0.06791593134403229,False
1,1,0.03701851379928813,1.0,0.006682027596980333,False
1,1,0.21718195539148707,1.0,0.08403190225362778,False
1,1,0.13755275233182182,1.0,0.03424300253391266,False
2,2,0.011812262662209156,1.0,0.0028021063189953566,False
4,4,0.04402682822830256,1.0,0.009493009187281132,False
4,4,0.30703751803514967,1.0,0.12918157875537872,True
1,1,0.2983530020985546,1.0,0.12312054634094238,True
4,4,0.24982316201179475,1.0,0.07297374308109283,False
1,1,0.001790374914422722,1.0,0.00038002655492164195,False
1,1,0.2846504990153615,1.0,0.09781185537576675,False
3,4,0.1511542812196763,1.0,0.0808674767613411,False
1,1,0.03695457215428,1.0,0.004555476829409599,False
1,1,0.06865496361721582,1.0,0.017329633235931396,False
4,4,0.37229530417033435,0.5,0.151205912232399,True
4,4,0.3933429946018683,1.0,0.12139545381069183,True
2,2,0.02005261485366909,1.0,0.0025139350909739733,False
1,1,0.06700000069076448,1.0,0.02553115226328373,False
1,1,0.0267175798787744,1.0,0.0040361313149333,False
0,0,0.7068594936240725,0.5,0.09933926910161972,False
0,0,0.04816241301610616,1.0,0.00983367394655943,False
1,1,0.01845374636255856,1.0,0.0021181630436331034,False
1,1,0.38584183558579976,0.8333333333333334,0.10711033642292023,True
1,1,0.2958209742176886,1.0,0.07853684574365616,False
1,1,0.3401704091036828,0.8333333333333334,0.09423834085464478,False
1,1,0.07657307576251161,1.0,0.008998964913189411,False
4,1,0.2819051893744037,1.0,0.08988048881292343,False
1,1,0.010476898838829468,1.0,0.0052621872164309025,False
1,1,0.025169037674010394,1.0,0.0037874465342611074,False
0,0,0.3197119619895245,0.8333333333333334,0.1543024778366089,True
1,1,0.12211010992488094,1.0,0.029676925390958786,False
4,4,0.16230498428698412,1.0,0.060500990599393845,False
1,1,0.38317267393501697,1.0,0.10799715667963028,True
1,1,0.0002840130170872047,1.0,2.2906802769284695e-05,False
1,1,0.1019683385936767,1.0,0.03801000490784645,False
6,6,8.226033103784258e-05,1.0,8.535126653441694e-06,False
1,1,0.23812038601571847,1.0,0.02735745720565319,False
1,1,0.037461426470620555,1.0,0.005551171489059925,False
4,0,0.3892651870250331,0.8333333333333334,0.2085193693637848,True
1,1,0.002775714946090439,1.0,0.00034639498335309327,False
1,1,0.005635706033232884,1.0,0.0007720779394730926,False
0,0,0.5414556445164868,0.6666666666666666,0.09088210761547089,False
1,1,0.006149002853192113,1.0,0.0008280013571493328,False
1,1,0.1172203430063089,1.0,0.05477477237582207,False
3,3,0.11286227958228717,1.0,0.039992984384298325,False
4,4,0.05415190730967984,1.0,0.015225912444293499,False
1,1,0.4278929550466943,1.0,0.1455809772014618,True
1,1,0.02827137908225674,1.0,0.002596659120172262,False
2,2,0.012086698671047677,1.0,0.0017215539701282978,False
1,1,0.03240418604590145,1.0,0.006193517241626978,False
1,2,0.4263775916637757,0.8333333333333334,0.15364181995391846,True
3,3,0.36265556897645596,0.6666666666666666,0.1874280869960785,True
1,1,0.1167693821111557,1.0,0.014253852888941765,False
0,0,0.34611564965276526,0.8333333333333334,0.20943306386470795,True
1,1,0.15066412830785822,1.0,0.03614068776369095,False
3,3,0.001803766046582192,1.0,0.00019551950390450656,False
1,1,0.0016319134231715564,1.0,0.00021509206271730363,False
1,1,0.05017108044700103,1.0,0.012882142327725887,False
1,1,0.04943809860895176,1.0,0.004933037795126438,False
1,1,0.05263609212352105,1.0,0.007957542315125465,False
2,2,0.030794874390913093,1.0,0.008716546930372715,False
1,1,0.11445258869930094,1.0,0.029983771964907646,False
2,2,0.01229357382290537,1.0,0.0032254275865852833,False
1,1,0.047708247381020516,1.0,0.019301762804389,False
1,1,0.3038011978219857,1.0,0.09021613746881485,False
4,4,0.22794692569923203,0.8333333333333334,0.23891107738018036,True
1,1,0.027845814889578924,1.0,0.004065041430294514,False
1,1,0.039896148185843604,1.0,0.008039322681725025,False
1,1,0.3315908646724495,1.0,0.11539183557033539,True
1,1,0.15737438660779132,1.0,0.029321782290935516,False
1,1,0.04909514166124703,1.0,0.0070613231509923935,False
1,1,0.0030376828127575005,1.0,0.0005202791653573513,False
1,1,0.01002350088636802,1.0,0.002150733256712556,False
1,1,0.0029208316102282013,1.0,0.00046724744606763124,False
1,1,0.004482568719049481,1.0,0.0007982276729308069,False
1,1,0.000519040141312547,1.0,0.00010793760156957433,False
1,1,0.029032703915945104,1.0,0.0036742803640663624,False
1,1,0.2709615040832815,1.0,0.04977588728070259,False
4,4,0.05161810284658131,1.0,0.0070955585688352585,False
1,1,0.012761287811934807,1.0,0.004205405246466398,False
1,1,0.298547323437923,0.8333333333333334,0.12413257360458374,True
4,0,0.414756906019135,1.0,0.08509118109941483,False
1,1,0.0831196511089059,1.0,0.010500619187951088,False
0,0,0.11252374111711773,1.0,0.015345817431807518,False
1,1,0.018734974735363813,1.0,0.0013606671709567308,False
1,1,0.006679640494123908,1.0,0.000816513376776129,False
1,1,0.015558596942764184,1.0,0.002306690439581871,False
0,0,0.08270171779637786,1.0,0.0165281742811203,False
4,4,0.05814320988138514,1.0,0.03229190781712532,False
4,4,0.001289753592306358,1.0,0.00026754592545330524,False
1,1,0.12316454211063431,1.0,0.03517072647809982,False
1,1,0.0015368622055859373,1.0,0.0003593306173570454,False
1,1,0.01624542593117705,1.0,0.0014598795678466558,False
4,4,0.27349570674584595,1.0,0.10999319702386856,True
1,1,0.0011935562350921217,1.0,0.00016703034634701908,False
1,1,0.20786148427709125,1.0,0.07521253824234009,False
1,1,0.04662190563421938,1.0,0.01095416210591793,False
4,4,0.10531956232580442,1.0,0.03505130484700203,False
6,1,0.03580499326921811,1.0,0.008119148202240467,False
2,2,0.02518418074023837,1.0,0.0071938131004571915,False
4,4,0.15798635792545243,1.0,0.09798738360404968,False
1,1,0.00452426766937118,1.0,0.00048764885286800563,False
4,4,0.34049411463874674,1.0,0.1451643407344818,True
5,5,0.37433096110156827,1.0,0.13948123157024384,True
0,0,0.35858731818680284,0.6666666666666666,0.11490073800086975,True
1,1,0.0491164683057198,1.0,0.011354786343872547,False
4,3,0.4782866902566003,0.5,0.28647279739379883,True
1,1,0.012910008611983749,1.0,0.0032946444116532803,False
1,1,0.10906185622187473,1.0,0.016511227935552597,False
1,1,0.047488862448345284,1.0,0.004659989383071661,False
1,1,0.20323538666641386,1.0,0.07340794801712036,False
1,1,0.044809891306873184,1.0,0.007099757436662912,False
1,1,0.0658091698725698,1.0,0.012589254416525364,False
2,0,0.12010639318542292,1.0,0.02224872075021267,False
3,3,0.5419200063552045,1.0,0.1296379715204239,True
1,1,0.15455907043765216,1.0,0.0559391975402832,False
1,1,0.014346563917429835,1.0,0.0016098561463877559,False
0,0,0.100206229380165,1.0,0.03137058764696121,False
4,0,0.06179291857278827,1.0,0.020946528762578964,False
1,1,0.015044531004365374,1.0,0.0019288527546450496,False
4,4,0.7473546639872528,0.6666666666666666,0.16032007336616516,True
1,1,0.04216098422507797,1.0,0.009380944073200226,False
1,1,0.003041548267068191,1.0,0.0004118222859688103,False
1,1,0.006417027467745237,1.0,0.0007679236005060375,False
1,1,0.0037598919672988014,1.0,0.0007053993758745492,False
1,1,0.004507813703699513,1.0,0.0009109043166972697,False
1,1,0.002604573888852826,1.0,0.00029633601661771536,False
1,1,0.04899695869101088,1.0,0.0214560367166996,False
1,1,0.01187431094533367,1.0,0.0012010043719783425,False
1,1,0.12892055367890282,1.0,0.010179456323385239,False
1,1,0.015417945425161627,1.0,0.002867787377908826,False
2,2,0.13126152239294808,1.0,0.01853329688310623,False
1,1,0.004338452100325225,1.0,0.00041457003680989146,False
1,1,0.20693726331669338,1.0,0.04191990941762924,False
1,1,0.015577615753313087,1.0,0.0027247683610767126,False
1,1,0.06348634220726997,1.0,0.011565513908863068,False
4,2,0.26454274310776515,1.0,0.13746866583824158,True
4,4,0.50401490910273,1.0,0.10527387261390686,True
1,1,0.1517504317662492,1.0,0.023244673386216164,False
1,1,0.04029589067469298,1.0,0.008937704376876354,False
4,4,0.3660810033052033,0.8333333333333334,0.24356549978256226,True
4,0,0.6284119321641576,1.0,0.057554908096790314,False
6,6,0.01684731208159557,1.0,0.003138467203825712,False
1,1,0.008647424039228885,1.0,0.001484777545556426,False
1,1,0.0385318325811029,1.0,0.008237000554800034,False
2,1,0.3820499964869507,1.0,0.13819199800491333,True
1,1,0.1243958820668042,1.0,0.029703114181756973,False
1,1,0.16786115332713558,1.0,0.03290744870901108,False
0,1,0.39314159756429773,0.5,0.19172602891921997,True
2,2,0.009582964010887549,1.0,0.0016298749251291156,False
4,0,0.5347514970468191,0.5,0.12266726791858673,True
1,1,0.008757710933134613,1.0,0.00025979039492085576,False
3,2,0.5324415113142952,0.3333333333333333,0.20075054466724396,True
1,1,0.009152934432371964,1.0,0.0014082449488341808,False
1,1,0.10142359406661755,1.0,0.03463567793369293,False
1,1,0.20724465798901873,1.0,0.0515270009636879,False
1,1,0.06827216374987309,1.0,0.01575881615281105,False
1,1,0.11431808151432275,1.0,0.009547202847898006,False
1,1,0.008563764820185976,1.0,0.0010595442727208138,False
1,1,0.12673459176464855,1.0,0.04333672672510147,False
0,1,0.431786610685906,1.0,0.11058174818754196,True
1,1,0.07154614444329457,1.0,0.006476991344243288,False
4,1,0.4236105954672894,0.8333333333333334,0.21796905994415283,True
1,1,0.023792366399303145,1.0,0.0037561478093266487,False
1,1,0.19499478655749797,1.0,0.02182224579155445,False
1,1,0.09298772306576066,1.0,0.031827423721551895,False
1,1,0.005004980573658261,1.0,0.001167803886346519,False
0,0,0.2758391412335071,1.0,0.07766441255807877,False
1,1,0.2480081688461362,1.0,0.06686380505561829,False
1,1,0.00936443769581071,1.0,0.001591165317222476,False
0,0,0.3574603830675241,0.6666666666666666,0.13981065154075623,True
1,1,0.10848646565130389,1.0,0.02825424261391163,False
6,6,0.0018227194078799353,1.0,0.00032731081591919065,False
2,2,0.03515593962629329,1.0,0.009850973263382912,False
1,1,0.000488119827150095,1.0,3.529370223986916e-05,False
0,0,0.11826912382271904,1.0,0.04977556690573692,False
1,1,0.08267121724882487,1.0,0.01719069294631481,False
1,1,0.037831078097905924,1.0,0.015707936137914658,False
4,4,0.039934892228109316,1.0,0.004690148867666721,False
2,2,0.2301083217695119,1.0,0.0594201497733593,False
1,1,0.02175262218028201,1.0,0.00482778437435627,False
1,1,0.2540397267871386,1.0,0.04637856036424637,False
1,1,0.18143549744375906,1.0,0.028334293514490128,False
0,1,0.20139353035216984,1.0,0.04973786696791649,False
1,0,0.3369040707769342,0.8333333333333334,0.11984042078256607,True
1,1,0.0907866372294835,1.0,0.009359665215015411,False
1,1,0.00944978639095301,1.0,0.0015909828944131732,False
1,1,0.022378254802696968,1.0,0.005639351438730955,False
1,1,0.026086883614112544,1.0,0.005157923325896263,False
1,1,0.04855420300216022,1.0,0.005443136673420668,False
1,1,0.0037305462939180084,1.0,0.00028975779423490167,False
1,1,0.5043611588537106,0.8333333333333334,0.13937970995903015,True
1,1,0.30945284284177327,1.0,0.14802181720733643,True
2,2,0.3115540801619712,1.0,0.07438052445650101,False
1,1,0.33035414902348975,1.0,0.16636908054351807,True
0,0,0.05850250066487458,1.0,0.02118232101202011,False
1,1,0.22774477820882189,1.0,0.09679220616817474,False
0,0,0.03496508338804655,1.0,0.003014516783878207,False
1,1,0.19756707853051397,1.0,0.05755253881216049,False
4,1,0.4775504807055725,0.6666666666666666,0.1596118062734604,True
1,1,0.19883958618531425,1.0,0.07024174183607101,False
1,1,0.17223479247642037,1.0,0.06344421207904816,False
1,1,0.005482012525911227,1.0,0.000733537133783102,False
1,1,0.0011893830376845734,1.0,0.0002130573702743277,False
1,1,0.3810495662749216,0.8333333333333334,0.12375397235155106,True
1,1,0.07232780233721142,1.0,0.02199026569724083,False
1,1,0.004929291565800386,1.0,0.0006377254612743855,False
6,6,0.004866967127517417,1.0,0.0004801094764843583,False
1,1,0.00017256386054263323,1.0,1.3563821994466707e-05,False
0,0,0.37530884709768075,1.0,0.0745324119925499,False
5,5,0.0015094876674219555,1.0,0.0002844462578650564,False
1,1,0.00019087982450567616,1.0,1.9332590454723686e-05,False
1,1,0.027343585813188655,1.0,0.006400163285434246,False
1,1,0.08269739120602701,1.0,0.008797671645879745,False
1,1,0.0015052249708556009,1.0,0.00026893356698565185,False
1,0,0.39049929906210035,0.6666666666666666,0.1755494624376297,True
1,1,0.022000583667898452,1.0,0.0022961662616580725,False
1,1,0.008120850234433048,1.0,0.0009872264927253127,False
1,1,0.023489091559913647,1.0,0.004107876680791378,False
0,0,0.1609932080386986,1.0,0.06620968878269196,False
0,0,0.24290689674970492,1.0,0.08300811797380447,False
1,1,0.005173781730428472,1.0,0.0010106987319886684,False
1,1,0.28436220260203615,1.0,0.11179245263338089,True
1,1,0.010552061859652432,1.0,0.0014198386343196034,False
1,1,0.04742666292600054,1.0,0.00971267744898796,False
1,1,0.0428225122320409,1.0,0.012523211538791656,False
2,2,0.00907855345232702,1.0,0.002433373127132654,False
1,1,0.007755251913970835,1.0,0.0014799963682889938,False
4,4,0.2584832805734203,1.0,0.09651821106672287,False
1,1,0.35631537581863826,0.5,0.11538425832986832,True
0,0,0.2844592407488078,1.0,0.08691205829381943,False
1,1,0.009253459696101151,1.0,0.0007592228357680142,False
1,1,0.3038727205722104,1.0,0.10131325572729111,True
1,1,0.05628625261816436,1.0,0.007003507111221552,False
1,1,0.14726909497679738,1.0,0.011059682816267014,False
1,1,0.0015874768515216644,1.0,0.00011759034532587975,False
1,1,0.0754968651290453,1.0,0.014213110320270061,False
1,1,0.1735286191180114,1.0,0.04508218914270401,False
1,1,0.28026004359632367,1.0,0.07972730696201324,False
1,0,0.3774151384880231,0.6666666666666666,0.19069813191890717,True
1,1,0.04629377395893809,1.0,0.014072288759052753,False
1,1,0.047061337889066024,1.0,0.019922330975532532,False
1,1,0.0014122025604046335,1.0,0.00013640626275446266,False
4,1,0.25962951305143206,1.0,0.1361953318119049,True
0,0,0.1851975941055768,1.0,0.052433185279369354,False
0,0,0.08481578173398764,1.0,0.013271616771817207,False
1,1,0.16628509515639248,1.0,0.09221182018518448,False
1,1,0.0013616893787558953,1.0,0.00019702091231010854,False
4,4,0.01575392526732048,1.0,0.003736927406862378,False
1,1,0.018189309372039723,1.0,0.00223523355089128,False
1,1,0.38264646865616914,1.0,0.08555283397436142,False
1,1,0.011886717347443706,1.0,0.0035740958992391825,False
1,1,0.01484178717196659,1.0,0.00461792666465044,False
1,1,0.00031264562865395237,1.0,5.519808837561868e-05,False
1,1,0.1350226848175573,1.0,0.06590860337018967,False
1,1,0.03128102616386688,1.0,0.0019319114508107305,False
1,1,0.14279719245161507,1.0,0.0441778190433979,False
2,4,0.5722587624021126,0.8333333333333334,0.07726027071475983,False
1,1,0.0984950207791526,1.0,0.04562271386384964,False
1,1,0.16238874401310377,1.0,0.030871806666254997,False
1,1,0.03069929503256949,1.0,0.007876112125813961,False
1,1,0.21395589647225255,1.0,0.06716824322938919,False
1,1,0.037885765434172464,1.0,0.011211873963475227,False
1,1,0.005377348285041095,1.0,0.0007600692333653569,False
1,1,0.002895797929741875,1.0,0.0004283595771994442,False
1,1,0.14433660095612955,1.0,0.04053288325667381,False
1,1,0.011178673708157857,1.0,0.0012770685134455562,False
1,1,0.005624131925439233,1.0,0.001033162698149681,False
1,1,0.010988607168371167,1.0,0.0018589263781905174,False
0,0,0.4139761287586524,0.8333333333333334,0.12150699645280838,True
0,0,0.23461407124929734,1.0,0.05898113548755646,False
4,4,0.02536983932680257,1.0,0.007589893415570259,False
4,4,0.3584208401793206,1.0,0.15603958070278168,True
0,1,0.3366869601758239,1.0,0.10485312342643738,True
1,1,0.0006805103836965242,1.0,4.121948222746141e-05,False
1,1,0.15784014214463982,1.0,0.08884477615356445,False
1,1,0.05238217870254143,1.0,0.020443052053451538,False
0,0,0.16094355562837132,1.0,0.03171740099787712,False
1,1,0.22965477257783024,1.0,0.02641436457633972,False
1,1,0.2742218694180414,1.0,0.03521459177136421,False
1,1,0.021041983543995908,1.0,0.003888510400429368,False
0,0,0.07489262041255941,1.0,0.028570719063282013,False
4,4,0.4908477392553727,0.5,0.2189425677061081,True
1,1,0.02257134134083696,1.0,0.007634947542101145,False
1,1,0.06293993213436778,1.0,0.020076822489500046,False
2,2,0.2821597613560385,1.0,0.08066976070404053,False
1,1,0.009068635796878975,1.0,0.001791662536561489,False
1,1,0.022920049207751404,1.0,0.001561633194796741,False
1,1,0.10160474419288253,1.0,0.033283114433288574,False
1,1,0.37023453004201934,1.0,0.10945569723844528,True
4,4,0.03313331606988616,1.0,0.006505622528493404,False
3,3,0.035893328460354805,1.0,0.0035190191119909286,False
3,3,0.026525161473392126,1.0,0.003950397949665785,False
1,0,0.30457591019829505,1.0,0.05537504330277443,False
1,1,0.332500474775521,0.8333333333333334,0.14099003374576569,True
2,2,0.37436900446592764,0.8333333333333334,0.32245975732803345,True
0,0,0.0837629729768261,1.0,0.0300903283059597,False
1,1,0.24359884489855943,1.0,0.06151207908987999,False
1,1,0.02123640634765134,1.0,0.003934067208319902,False
1,1,0.06534713596919123,1.0,0.008035781793296337,False
1,1,0.00846092980811241,1.0,0.0013393552508205175,False
2,2,0.1774644992159746,1.0,0.05996119603514671,False
1,1,0.037012942835606286,1.0,0.006139462813735008,False
1,1,0.02647538271131124,1.0,0.00429485272616148,False
4,4,0.14481398085431008,1.0,0.07986558228731155,False
1,1,0.0028663292548433642,1.0,0.0002601566957309842,False
1,1,0.13307712817316958,1.0,0.03410445526242256,False
1,1,0.18327847177958045,1.0,0.06444326043128967,False
1,1,0.38168542956053786,0.8333333333333334,0.12266892194747925,True
1,1,0.01716237400806037,1.0,0.0027863725554198027,False
4,4,0.032998950552025653,1.0,0.0053144097328186035,False
1,1,0.014828928966616377,1.0,0.0028187751304358244,False
0,0,0.36339839476476365,0.6666666666666666,0.1467246115207672,True
1,1,0.03982124839784066,1.0,0.008427013643085957,False
1,1,0.024309771087070046,1.0,0.0026197880506515503,False
0,0,0.05335048110958473,1.0,0.017379939556121826,False
1,1,0.017436746841022085,1.0,0.003177950158715248,False
1,1,0.036328748089814115,1.0,0.011712324805557728,False
1,1,0.019762046023199323,1.0,0.004599030129611492,False
1,1,0.1022467336241283,1.0,0.026405882090330124,False
2,4,0.46979138032777296,0.3333333333333333,0.2365024983882904,True
